,EmployeeNumber,Age,Attrition,Department,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,RelationshipSatisfaction,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager
1344,1885,37,No,Research & Development,4,Medical,4,Male,3,2,Research Scientist,1,4284,3,5,3,4
1345,1886,35,No,Research & Development,2,Other,4,Female,2,2,Manufacturing Director,2,4788,4,3,2,2
1346,1888,45,No,Research & Development,2,Life Sciences,2,Female,2,2,Manufacturing Director,4,5906,4,9,8,8
1347,1890,36,No,Human Resources,1,Human Resources,2,Male,2,2,Human Resources,4,3886,4,10,1,8
1348,1892,40,No,Research & Development,4,Life Sciences,1,Male,3,4,Manager,1,16823,1,19,7,16
1349,1893,26,No,Research & Development,2,Life Sciences,2,Female,2,1,Research Scientist,3,2933,3,1,0,0
1350,1898,27,No,Sales,2,Medical,1,Female,4,2,Sales Executive,3,6500,2,8,7,7
1351,1900,48,No,Research & Development,3,Medical,4,Female,3,4,Manager,4,17174,2,22,17,7
1352,1903,44,No,Research & Development,4,Life Sciences,2,Male,4,2,Healthcare Representative,1,5033,4,2,0,2
1353,1905,34,Yes,Research & Development,4,Technical Degree,4,Male,1,1,Research Scientist,1,2307,2,5,2,0
1354,1907,56,Yes,Research & Development,2,Life Sciences,1,Male,3,1,Laboratory Technician,4,2587,4,4,2,0
1355,1908,36,No,Sales,2,Marketing,3,Male,2,2,Sales Executive,2,5507,3,4,2,3
1356,1909,41,No,Sales,3,Marketing,3,Female,3,2,Sales Executive,2,4393,3,5,4,4
1357,1911,42,No,Research & Development,3,Medical,3,Male,3,3,Research Director,1,13348,2,13,7,7
1358,1912,31,No,Sales,2,Medical,3,Female,3,2,Sales Executive,4,6583,4,5,2,4
1359,1915,34,No,Sales,1,Medical,4,Female,2,2,Sales Executive,4,8103,3,4,2,1
1360,1916,31,No,Research & Development,3,Medical,1,Female,4,1,Laboratory Technician,3,3978,2,2,2,2
1361,1918,26,No,Research & Development,3,Other,3,Male,4,1,Laboratory Technician,4,2544,1,7,7,7
1362,1922,45,No,Research & Development,4,Medical,2,Male,3,2,Healthcare Representative,3,5399,3,4,2,3
1363,1924,33,No,Sales,4,Marketing,2,Male,3,2,Sales Executive,3,5487,2,10,4,9
1364,1927,28,No,Sales,2,Life Sciences,3,Male,2,2,Sales Executive,4,6834,3,7,7,7
1365,1928,29,Yes,Sales,3,Technical Degree,3,Male,4,1,Sales Representative,1,1091,4,1,0,0
1366,1929,39,No,Sales,4,Life Sciences,1,Female,1,2,Sales Executive,3,5736,3,3,2,2
1367,1931,27,No,Research & Development,4,Technical Degree,2,Male,3,1,Research Scientist,2,2226,3,5,3,2
1368,1932,34,No,Research & Development,4,Other,3,Male,2,2,Research Scientist,4,5747,2,15,10,11
1369,1933,28,Yes,Sales,2,Marketing,4,Female,3,2,Sales Executive,3,9854,4,2,0,2
1370,1934,47,No,Research & Development,4,Technical Degree,3,Male,3,2,Research Scientist,2,5467,3,8,7,7
1371,1935,56,No,Sales,5,Marketing,4,Female,2,2,Sales Executive,1,5380,3,0,0,0
1372,1936,39,No,Research & Development,2,Medical,1,Male,3,2,Manufacturing Director,1,5151,4,10,0,9
1373,1937,38,No,Research & Development,3,Medical,4,Female,2,2,Research Scientist,2,2133,3,20,11,7
1374,1938,58,No,Sales,3,Life Sciences,4,Female,3,4,Manager,4,17875,3,1,0,0
1375,1939,32,Yes,Research & Development,2,Life Sciences,1,Female,4,1,Research Scientist,3,2432,1,4,1,3
1376,1940,38,No,Research & Development,2,Life Sciences,2,Male,3,1,Research Scientist,4,4771,4,5,2,3
1377,1941,49,No,Research & Development,1,Life Sciences,2,Male,3,5,Research Director,4,19161,4,5,4,3
1378,1943,42,No,Sales,4,Marketing,2,Male,3,2,Sales Executive,4,5087,3,0,0,0
1379,1944,27,Yes,Human Resources,3,Human Resources,1,Female,2,1,Human Resources,2,2863,1,1,0,0
1380,1945,35,No,Sales,4,Medical,2,Male,3,2,Sales Executive,1,5561,4,5,3,4
1381,1947,28,No,Research & Development,3,Medical,3,Male,3,1,Research Scientist,3,2144,3,5,3,4
1382,1948,31,No,Research & Development,2,Medical,3,Male,3,1,Research Scientist,1,3065,4,4,2,3
1383,1949,36,No,Research & Development,4,Life Sciences,1,Male,4,1,Laboratory Technician,2,2810,2,5,4,2
1384,1950,34,No,Sales,3,Marketing,1,Male,3,3,Sales Executive,4,9888,1,14,8,1
1385,1951,34,No,Sales,4,Medical,4,Male,3,3,Sales Executive,3,8628,3,8,7,1
1386,1952,26,No,Research & Development,3,Medical,3,Male,3,1,Laboratory Technician,1,2867,4,7,7,6
1387,1954,29,No,Research & Development,3,Life Sciences,1,Male,3,2,Healthcare Representative,1,5373,1,5,3,2
1388,1955,32,No,Research & Development,4,Medical,3,Female,3,2,Healthcare Representative,4,6667,2,5,1,2
1389,1956,31,No,Research & Development,3,Life Sciences,4,Male,1,2,Research Scientist,1,5003,2,10,8,7
1390,1960,28,Yes,Research & Development,3,Technical Degree,3,Male,2,1,Laboratory Technician,4,2367,1,4,1,3
1391,1961,38,No,Sales,3,Life Sciences,1,Male,2,1,Sales Representative,1,2858,1,1,0,0
1392,1962,35,No,Sales,4,Life Sciences,3,Female,3,2,Sales Executive,4,5204,4,10,8,9
1393,1965,27,No,Sales,3,Marketing,4,Male,3,2,Sales Executive,4,4105,1,7,7,7
1394,1966,32,No,Research & Development,4,Life Sciences,4,Male,2,2,Manufacturing Director,4,9679,2,1,0,0
1395,1967,31,Yes,Sales,4,Marketing,1,Male,3,2,Sales Executive,4,5617,3,10,7,8
1396,1968,53,Yes,Sales,4,Life Sciences,1,Male,3,3,Sales Executive,1,10448,2,2,2,2
1397,1969,54,No,Research & Development,2,Life Sciences,1,Female,3,2,Research Scientist,3,2897,3,4,3,3
1398,1970,33,No,Research & Development,2,Life Sciences,4,Male,3,2,Healthcare Representative,3,5968,3,9,7,8
1399,1971,43,No,Research & Development,3,Life Sciences,1,Male,3,3,Healthcare Representative,3,7510,2,10,9,9
1400,1972,38,No,Human Resources,4,Other,4,Male,3,1,Human Resources,2,2991,2,6,2,2
1401,1973,55,No,Human Resources,4,Human Resources,3,Male,4,5,Manager,2,19636,1,10,9,4
1402,1974,31,No,Research & Development,1,Medical,4,Female,1,1,Laboratory Technician,4,1129,3,1,0,0
1403,1975,39,No,Sales,4,Marketing,2,Male,3,4,Sales Executive,1,13341,1,20,8,10
1404,1976,42,No,Research & Development,2,Life Sciences,4,Male,2,2,Research Scientist,3,4332,4,20,9,7
1405,1979,31,No,Research & Development,3,Medical,3,Female,3,3,Research Director,3,11031,3,11,7,8
1406,1980,54,No,Research & Development,3,Medical,3,Female,3,2,Manufacturing Director,1,4440,4,5,2,4
1407,1981,24,No,Research & Development,2,Life Sciences,2,Male,2,2,Healthcare Representative,3,4617,2,4,3,2
1408,1982,23,No,Research & Development,2,Other,4,Male,3,1,Laboratory Technician,4,2647,3,5,2,4
1409,1985,40,No,Research & Development,3,Technical Degree,4,Female,3,2,Laboratory Technician,3,6323,1,10,9,4
1410,1986,40,No,Sales,2,Marketing,2,Female,3,2,Sales Executive,2,5677,3,11,8,10
1411,1987,25,No,Human Resources,3,Human Resources,3,Female,3,1,Human Resources,2,2187,3,2,0,2
1412,1989,30,No,Research & Development,2,Medical,4,Male,3,1,Laboratory Technician,2,3748,3,12,8,7
1413,1992,25,No,Research & Development,1,Other,4,Male,3,1,Laboratory Technician,3,3977,3,2,2,2
1414,1993,47,No,Research & Development,3,Medical,1,Male,3,3,Healthcare Representative,3,8633,2,17,14,11
1415,1994,33,No,Research & Development,2,Medical,2,Male,2,1,Laboratory Technician,3,2008,3,1,1,0
1416,1995,38,No,Sales,4,Life Sciences,4,Male,3,2,Sales Executive,2,4440,1,15,13,8
1417,1996,31,No,Sales,2,Life Sciences,1,Male,3,1,Sales Representative,3,3067,3,2,2,2
1418,1997,38,No,Research & Development,4,Life Sciences,1,Male,2,2,Manufacturing Director,3,5321,4,8,3,7
1419,1998,42,No,Research & Development,4,Life Sciences,4,Male,3,2,Research Scientist,1,5410,3,4,3,2
1420,1999,41,No,Research & Development,3,Life Sciences,4,Male,3,1,Research Scientist,4,2782,1,5,3,0
1421,2000,47,No,Research & Development,1,Medical,3,Female,3,3,Research Director,2,11957,1,13,8,12
1422,2003,35,No,Research & Development,4,Medical,4,Male,3,1,Laboratory Technician,3,2660,3,2,2,2
1423,2007,22,No,Research & Development,2,Life Sciences,4,Male,3,1,Research Scientist,3,3375,4,3,2,2
1424,2008,35,No,Research & Development,4,Medical,2,Male,3,2,Research Scientist,3,5098,2,10,7,8
1425,2009,33,No,Research & Development,2,Medical,2,Female,3,2,Healthcare Representative,4,4878,1,9,7,1
1426,2010,32,No,Research & Development,4,Life Sciences,3,Female,2,1,Laboratory Technician,2,2837,3,6,2,1
1427,2012,40,No,Research & Development,4,Life Sciences,1,Male,3,1,Laboratory Technician,4,2406,3,1,0,0
1428,2013,32,No,Sales,4,Medical,2,Male,2,1,Sales Representative,2,2269,2,2,2,2
1429,2014,39,No,Research & Development,1,Life Sciences,1,Male,3,2,Research Scientist,4,4108,1,7,7,7
1430,2015,38,No,Research & Development,3,Medical,2,Female,1,3,Research Director,3,13206,1,18,16,11
1431,2016,32,No,Sales,4,Marketing,3,Female,3,3,Sales Executive,4,10422,3,14,10,7
1432,2017,37,No,Research & Development,3,Life Sciences,3,Female,4,3,Research Director,4,13744,1,16,11,8
1433,2018,25,No,Sales,2,Other,1,Female,3,2,Sales Executive,3,4907,2,5,3,4
1434,2019,52,No,Sales,4,Life Sciences,1,Male,3,1,Sales Representative,4,3482,2,9,8,0
1435,2020,44,No,Research & Development,3,Medical,2,Male,3,1,Research Scientist,4,2436,3,4,3,2
1436,2021,21,No,Sales,1,Medical,3,Male,3,1,Sales Representative,1,2380,4,2,2,2
1437,2022,39,No,Research & Development,3,Life Sciences,4,Male,3,5,Manager,4,19431,3,6,0,3
1438,2023,23,Yes,Sales,3,Marketing,4,Male,3,1,Sales Representative,1,1790,1,1,0,0
1439,2024,36,No,Sales,3,Medical,1,Female,2,3,Sales Executive,4,7644,3,9,7,4
1440,2025,36,No,Research & Development,2,Life Sciences,4,Female,3,2,Manufacturing Director,2,5131,2,4,2,2
1441,2026,56,No,Research & Development,4,Life Sciences,3,Male,3,2,Healthcare Representative,3,6306,1,13,12,9
1442,2027,29,Yes,Research & Development,4,Medical,1,Male,3,1,Research Scientist,4,4787,2,2,2,2
1443,2031,42,No,Research & Development,3,Life Sciences,1,Male,3,5,Manager,3,18880,1,22,6,14
1444,2032,56,Yes,Research & Development,2,Technical Degree,4,Male,3,1,Laboratory Technician,3,2339,4,10,9,8
1445,2034,41,No,Research & Development,4,Life Sciences,1,Female,2,4,Manufacturing Director,2,13570,3,20,7,10
1446,2035,34,No,Sales,3,Marketing,4,Female,2,2,Sales Executive,3,6712,4,8,7,7
1447,2036,36,No,Sales,4,Marketing,4,Male,1,2,Sales Executive,4,5406,1,15,12,11
1448,2037,41,No,Sales,3,Life Sciences,3,Male,2,2,Sales Executive,2,8938,3,5,4,4
1449,2038,32,No,Research & Development,3,Technical Degree,4,Male,3,1,Research Scientist,1,2439,4,4,2,2
1450,2040,35,No,Human Resources,4,Life Sciences,3,Female,3,3,Human Resources,4,8837,3,9,0,7
1451,2041,38,No,Sales,2,Life Sciences,1,Female,3,2,Sales Executive,4,5343,3,10,7,9
1452,2044,50,Yes,Sales,4,Life Sciences,2,Male,3,2,Sales Executive,3,6728,4,6,3,1
1453,2045,36,No,Sales,4,Marketing,2,Female,2,2,Sales Executive,4,6652,1,6,3,0
1454,2046,45,No,Sales,3,Life Sciences,4,Female,3,2,Sales Executive,3,4850,3,5,3,1
1455,2048,40,No,Research & Development,4,Life Sciences,3,Male,2,1,Research Scientist,3,2809,4,2,2,2
1456,2049,35,No,Research & Development,4,Life Sciences,3,Male,3,2,Healthcare Representative,3,5689,4,10,2,2
1457,2051,40,No,Research & Development,4,Medical,3,Female,3,1,Research Scientist,3,2001,2,5,3,2
1458,2052,35,No,Research & Development,4,Life Sciences,3,Female,1,1,Research Scientist,4,2977,4,4,3,1
1459,2053,29,No,Research & Development,2,Other,4,Male,2,2,Laboratory Technician,2,4025,1,4,3,3
1460,2054,29,No,Research & Development,4,Medical,4,Female,2,1,Research Scientist,1,3785,2,5,4,4
1461,2055,50,Yes,Sales,3,Marketing,4,Male,2,3,Sales Executive,1,10854,2,3,2,0
1462,2056,39,No,Sales,1,Marketing,2,Female,2,4,Sales Executive,4,12031,1,20,9,6
1463,2057,31,No,Research & Development,3,Medical,2,Male,3,2,Manufacturing Director,1,9936,2,9,4,7
1464,2060,26,No,Sales,3,Other,4,Female,2,1,Sales Representative,3,2966,4,4,2,0
1465,2061,36,No,Research & Development,2,Medical,3,Male,4,2,Laboratory Technician,4,2571,3,5,2,3
1466,2062,39,No,Research & Development,1,Medical,4,Male,2,3,Healthcare Representative,1,9991,1,7,7,7
1467,2064,27,No,Research & Development,3,Life Sciences,2,Male,4,2,Manufacturing Director,2,6142,2,6,2,3
1468,2065,49,No,Sales,3,Medical,4,Male,2,2,Sales Executive,2,5390,4,9,6,8
1469,2068,34,No,Research & Development,3,Medical,2,Male,4,2,Laboratory Technician,3,4404,1,4,3,2
